date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:58:51	1407/1407	---M--	200	added ('OK')	image/png	etag:%2259512cdc-57f%22	https://purepng.com/public/plugins/iCheck/minimal/orange@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/minimal/orange@2x.png	(from https://purepng.com/public/plugins/iCheck/minimal/_all.css)
17:58:51	1135/1135	---M--	200	added ('OK')	image/png	etag:%2259512cdf-46f%22	https://purepng.com/public/plugins/iCheck/minimal/yellow.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/minimal/yellow.png	(from https://purepng.com/public/plugins/iCheck/minimal/_all.css)
17:58:52	1406/1406	---M--	200	added ('OK')	image/png	etag:%2259512cdf-57e%22	https://purepng.com/public/plugins/iCheck/minimal/yellow@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/minimal/yellow@2x.png	(from https://purepng.com/public/plugins/iCheck/minimal/_all.css)
17:58:52	1150/1150	---M--	200	added ('OK')	image/png	etag:%2259512cde-47e%22	https://purepng.com/public/plugins/iCheck/minimal/pink.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/minimal/pink.png	(from https://purepng.com/public/plugins/iCheck/minimal/_all.css)
17:58:52	1409/1409	---M--	200	added ('OK')	image/png	etag:%2259512cde-581%22	https://purepng.com/public/plugins/iCheck/minimal/pink@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/minimal/pink@2x.png	(from https://purepng.com/public/plugins/iCheck/minimal/_all.css)
17:58:53	1132/1132	---M--	200	added ('OK')	image/png	etag:%2259512cde-46c%22	https://purepng.com/public/plugins/iCheck/minimal/purple.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/minimal/purple.png	(from https://purepng.com/public/plugins/iCheck/minimal/_all.css)
17:58:53	1409/1409	---M--	200	added ('OK')	image/png	etag:%2259512cdf-581%22	https://purepng.com/public/plugins/iCheck/minimal/purple@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/minimal/purple@2x.png	(from https://purepng.com/public/plugins/iCheck/minimal/_all.css)
17:58:54	2175/2175	---M--	200	added ('OK')	image/png	etag:%2259512ce1-87f%22	https://purepng.com/public/plugins/iCheck/square/square.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/square.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:54	4478/4478	---M--	200	added ('OK')	image/png	etag:%2259512ce1-117e%22	https://purepng.com/public/plugins/iCheck/square/square@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/square@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:54	1608/1608	---M--	200	added ('OK')	image/png	etag:%225a9be17f-bdd%22	https://purepng.com/public/plugins/iCheck/square/red.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/red.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:54	3856/3856	---M--	200	added ('OK')	image/png	etag:%2259512ce1-118a%22	https://purepng.com/public/plugins/iCheck/square/red@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/red@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:55	2193/2193	---M--	200	added ('OK')	image/png	etag:%2259512ce0-891%22	https://purepng.com/public/plugins/iCheck/square/green.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/green.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:55	4498/4498	---M--	200	added ('OK')	image/png	etag:%2259512ce0-1192%22	https://purepng.com/public/plugins/iCheck/square/green@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/green@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:56	2185/2185	---M--	200	added ('OK')	image/png	etag:%2259512ce0-889%22	https://purepng.com/public/plugins/iCheck/square/blue.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/blue.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:56	3850/3850	---M--	200	added ('OK')	image/png	etag:%2259512ce0-1185%22	https://purepng.com/public/plugins/iCheck/square/blue@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/blue@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:56	1649/1649	---M--	200	added ('OK')	image/png	etag:%2259512ce0-877%22	https://purepng.com/public/plugins/iCheck/square/aero.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/aero.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:57	4455/4455	---M--	200	added ('OK')	image/png	etag:%2259512ce0-1167%22	https://purepng.com/public/plugins/iCheck/square/aero@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/aero@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:57	2186/2186	---M--	200	added ('OK')	image/png	etag:%2259512ce0-88a%22	https://purepng.com/public/plugins/iCheck/square/grey.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/grey.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:58	3862/3862	---M--	200	added ('OK')	image/png	etag:%2259512ce0-1183%22	https://purepng.com/public/plugins/iCheck/square/grey@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/grey@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:58	2181/2181	---M--	200	added ('OK')	image/png	etag:%2259512ce1-885%22	https://purepng.com/public/plugins/iCheck/square/orange.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/orange.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:59	4474/4474	---M--	200	added ('OK')	image/png	etag:%2259512ce1-117a%22	https://purepng.com/public/plugins/iCheck/square/orange@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/orange@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:59	2131/2131	---M--	200	added ('OK')	image/png	etag:%2259512ce2-853%22	https://purepng.com/public/plugins/iCheck/square/yellow.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/yellow.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:58:59	4385/4385	---M--	200	added ('OK')	image/png	etag:%2259512ce2-1121%22	https://purepng.com/public/plugins/iCheck/square/yellow@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/yellow@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:59:00	1661/1661	---M--	200	added ('OK')	image/png	etag:%2259512ce1-88d%22	https://purepng.com/public/plugins/iCheck/square/pink.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/pink.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:59:00	4479/4479	---M--	200	added ('OK')	image/png	etag:%2259512ce1-117f%22	https://purepng.com/public/plugins/iCheck/square/pink@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/pink@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:59:01	1665/1665	---M--	200	added ('OK')	image/png	etag:%2259512ce1-88c%22	https://purepng.com/public/plugins/iCheck/square/purple.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/purple.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:59:02	4501/4501	---M--	200	added ('OK')	image/png	etag:%2259512ce1-1195%22	https://purepng.com/public/plugins/iCheck/square/purple@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/square/purple@2x.png	(from https://purepng.com/public/plugins/iCheck/square/_all.css)
17:59:02	1347/1347	---M--	200	added ('OK')	image/png	etag:%2259512cd5-5eb%22	https://purepng.com/public/plugins/iCheck/flat/flat.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/flat.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:02	3217/3217	---M--	200	added ('OK')	image/png	etag:%2259512cd5-c91%22	https://purepng.com/public/plugins/iCheck/flat/flat@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/flat@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:03	1516/1516	---M--	200	added ('OK')	image/png	etag:%2259512cd6-5ec%22	https://purepng.com/public/plugins/iCheck/flat/red.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/red.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:04	3276/3276	---M--	200	added ('OK')	image/png	etag:%2259512cd6-ccc%22	https://purepng.com/public/plugins/iCheck/flat/red@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/red@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:04	1349/1349	---M--	200	added ('OK')	image/png	etag:%2259512cd5-5a4%22	https://purepng.com/public/plugins/iCheck/flat/green.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/green.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:05	3117/3117	---M--	200	added ('OK')	image/png	etag:%2259512cd5-c2d%22	https://purepng.com/public/plugins/iCheck/flat/green@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/green@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:05	1518/1518	---M--	200	added ('OK')	image/png	etag:%2259512cd5-5ee%22	https://purepng.com/public/plugins/iCheck/flat/blue.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/blue.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:06	3217/3217	---M--	200	added ('OK')	image/png	etag:%2259512cd5-c91%22	https://purepng.com/public/plugins/iCheck/flat/blue@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/blue@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:06	1520/1520	---M--	200	added ('OK')	image/png	etag:%2259512cd4-5f0%22	https://purepng.com/public/plugins/iCheck/flat/aero.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/aero.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:07	3170/3170	---M--	200	added ('OK')	image/png	etag:%2259512cd4-c92%22	https://purepng.com/public/plugins/iCheck/flat/aero@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/aero@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:07	1516/1516	---M--	200	added ('OK')	image/png	etag:%2259512cd5-5ec%22	https://purepng.com/public/plugins/iCheck/flat/grey.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/grey.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:08	3217/3217	---M--	200	added ('OK')	image/png	etag:%2259512cd5-c91%22	https://purepng.com/public/plugins/iCheck/flat/grey@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/grey@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:08	1518/1518	---M--	200	added ('OK')	image/png	etag:%2259512cd5-5ee%22	https://purepng.com/public/plugins/iCheck/flat/orange.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/orange.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:08	3275/3275	---M--	200	added ('OK')	image/png	etag:%2259512cd5-ccb%22	https://purepng.com/public/plugins/iCheck/flat/orange@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/orange@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:09	1350/1350	---M--	200	added ('OK')	image/png	etag:%2259512cd6-5ec%22	https://purepng.com/public/plugins/iCheck/flat/yellow.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/yellow.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:09	3216/3216	---M--	200	added ('OK')	image/png	etag:%2259512cd6-c90%22	https://purepng.com/public/plugins/iCheck/flat/yellow@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/yellow@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:10	1522/1522	---M--	200	added ('OK')	image/png	etag:%2259512cd5-5f2%22	https://purepng.com/public/plugins/iCheck/flat/pink.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/pink.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:10	3218/3218	---M--	200	added ('OK')	image/png	etag:%2259512cd6-c92%22	https://purepng.com/public/plugins/iCheck/flat/pink@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/pink@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:10	1519/1519	---M--	200	added ('OK')	image/png	etag:%2259512cd6-5ef%22	https://purepng.com/public/plugins/iCheck/flat/purple.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/purple.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:11	3218/3218	---M--	200	added ('OK')	image/png	etag:%2259512cd6-c92%22	https://purepng.com/public/plugins/iCheck/flat/purple@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/flat/purple@2x.png	(from https://purepng.com/public/plugins/iCheck/flat/_all.css)
17:59:11	588/588	---M--	200	added ('OK')	image/png	etag:%2224c-552dee27b3e15%22	https://purepng.com/public/plugins/iCheck/line/line.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/line/line.png	(from https://purepng.com/public/plugins/iCheck/line/_all.css)
17:59:12	1073/1073	---M--	200	added ('OK')	image/png	etag:%2259512cd7-431%22	https://purepng.com/public/plugins/iCheck/line/line@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/line/line@2x.png	(from https://purepng.com/public/plugins/iCheck/line/_all.css)
17:59:12	6401/6401	---M--	200	added ('OK')	image/png	etag:%2259512cdf-1901%22	https://purepng.com/public/plugins/iCheck/polaris/polaris.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/polaris/polaris.png	(from https://purepng.com/public/plugins/iCheck/polaris/polaris.css)
17:59:12	16760/16760	---M--	200	added ('OK')	image/png	etag:%2259512ce0-4178%22	https://purepng.com/public/plugins/iCheck/polaris/polaris@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/polaris/polaris@2x.png	(from https://purepng.com/public/plugins/iCheck/polaris/polaris.css)
17:59:13	1734/1734	---M--	200	added ('OK')	image/png	etag:%2259512cd6-6c6%22	https://purepng.com/public/plugins/iCheck/futurico/futurico.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/futurico/futurico.png	(from https://purepng.com/public/plugins/iCheck/futurico/futurico.css)
17:59:13	3446/3446	---M--	200	added ('OK')	image/png	etag:%2259512cd7-d76%22	https://purepng.com/public/plugins/iCheck/futurico/futurico@2x.png	F:/wamp64/www/purepng/scraper/htmlpages/purepng/purepng.com/public/plugins/iCheck/futurico/futurico@2x.png	(from https://purepng.com/public/plugins/iCheck/futurico/futurico.css)
